Address,SoldPrice,Bedrooms,Bathrooms,AreaSqFt,PropertyType,Neighborhood,PricePerSqFt
"1904-1904 1/2 Golden Gate Ave, San Francisco, CA, 94115",1600000,4.0,,2600.0,MULTI_FAMILY,San Francisco,615.3846153846154
"201 Harrison St Apt 620, San Francisco, CA, 94105",641000,2.0,2.0,797.0,CONDOS,San Francisco,804.2659974905897
"481 Day St, San Francisco, CA, 94131",3060000,3.0,3.0,2104.0,SINGLE_FAMILY,San Francisco,1454.3726235741444
"239 Broderick St, San Francisco, CA, 94117",3630000,4.0,3.0,3392.0,SINGLE_FAMILY,San Francisco,1070.1650943396226
"4388 17th St, San Francisco, CA, 94114",2856000,4.0,3.0,2331.0,SINGLE_FAMILY,San Francisco,1225.2252252252251
"1616 8th Ave, San Francisco, CA, 94122",2000000,3.0,1.0,1914.0,SINGLE_FAMILY,San Francisco,1044.932079414838
"2701 Van Ness Ave Apt 205, San Francisco, CA, 94109",528223,0.0,1.0,547.0,CONDOS,San Francisco,965.672760511883
"1615 Gough St, San Francisco, CA, 94109",4475000,,6.0,5175.0,OTHER,San Francisco,864.7342995169082
"1000 N Point St Apt 308, San Francisco, CA, 94109",388000,0.0,1.0,354.0,CONDOS,San Francisco,1096.045197740113
"46 Otsego Ave, San Francisco, CA, 94112",1425000,2.0,1.0,1450.0,SINGLE_FAMILY,San Francisco,982.7586206896551
"4132 California St, San Francisco, CA, 94118",1100000,2.0,1.0,1263.0,CONDOS,San Francisco,870.9422011084719
"2931 San Bruno Ave, San Francisco, CA, 94134",825000,3.0,2.0,1490.0,SINGLE_FAMILY,San Francisco,553.6912751677852
"71 Ridgewood Ave, San Francisco, CA, 94112",1270000,2.0,1.0,1142.0,SINGLE_FAMILY,San Francisco,1112.0840630472856
"169 Forest Side Ave, San Francisco, CA, 94127",1600000,3.0,2.0,1352.0,SINGLE_FAMILY,San Francisco,1183.4319526627219
"112 Congdon St, San Francisco, CA, 94112",908000,3.0,2.0,1255.0,SINGLE_FAMILY,San Francisco,723.5059760956175
"1103 Guerrero St, San Francisco, CA, 94110",1570000,4.0,2.0,1759.0,CONDOS,San Francisco,892.552586696987
"535 Lakeview Ave, San Francisco, CA, 94112",1560000,3.0,2.0,1728.0,SINGLE_FAMILY,San Francisco,902.7777777777778
"276 Grand View Ave, San Francisco, CA, 94114",1200000,2.0,1.0,1151.0,SINGLE_FAMILY,San Francisco,1042.5716768027803
"571 Monterey Blvd, San Francisco, CA, 94127",1660000,4.0,2.0,2105.0,SINGLE_FAMILY,San Francisco,788.5985748218527
"1021 Hayes St, San Francisco, CA, 94117",4500000,4.0,3.0,3290.0,SINGLE_FAMILY,San Francisco,1367.7811550151976
"139 Bridgeview Dr, San Francisco, CA, 94124",950000,2.0,1.0,1040.0,SINGLE_FAMILY,San Francisco,913.4615384615385
"2227 Leavenworth St, San Francisco, CA, 94133",1345000,2.0,2.0,1465.0,SINGLE_FAMILY,San Francisco,918.0887372013652
"2419 34th Ave, San Francisco, CA, 94116",1802000,5.0,5.0,2520.0,SINGLE_FAMILY,San Francisco,715.0793650793651
"49 Hill St, San Francisco, CA, 94110",4554000,4.0,3.0,3080.0,SINGLE_FAMILY,San Francisco,1478.5714285714287
"301 Main St Unit 5F, San Francisco, CA, 94105",750000,1.0,1.0,800.0,CONDOS,San Francisco,937.5
"710 Bay St, San Francisco, CA, 94109",1175000,2.0,1.0,1342.0,CONDOS,San Francisco,875.5588673621461
"1542 22nd Ave, San Francisco, CA, 94122",1460000,3.0,2.0,1562.0,SINGLE_FAMILY,San Francisco,934.6991037131883
"1000 Pennsylvania Ave Apt 7, San Francisco, CA, 94107",680000,2.0,2.0,997.0,CONDOS,San Francisco,682.0461384152458
"2081 47th Ave, San Francisco, CA, 94116",1605000,2.0,1.0,1100.0,SINGLE_FAMILY,San Francisco,1459.090909090909
"1250 Jones St Unit 601, San Francisco, CA, 94109",2700000,2.0,2.0,2271.0,CONDOS,San Francisco,1188.9035667107
"1650 Jackson St Apt 308, San Francisco, CA, 94109",875000,2.0,2.0,1103.0,CONDOS,San Francisco,793.2910244786945
"38 Mars St, San Francisco, CA, 94114",2150000,2.0,1.0,1300.0,SINGLE_FAMILY,San Francisco,1653.8461538461538
"1347 Green St, San Francisco, CA, 94109",1795000,2.0,2.0,1483.0,CONDOS,San Francisco,1210.384356035064
"986 S Van Ness Ave Unit 501, San Francisco, CA, 94110",670000,1.0,1.0,543.0,CONDOS,San Francisco,1233.8858195211787
"199 New Montgomery St Unit 408, San Francisco, CA, 94105",371789,1.0,1.0,872.0,CONDOS,San Francisco,426.36353211009174
"1862 Ellis St Apt B, San Francisco, CA, 94115",630000,2.0,1.0,875.0,CONDOS,San Francisco,720.0
"8 Buchanan St Unit 610, San Francisco, CA, 94102",1117000,2.0,2.0,1034.0,CONDO,San Francisco,1080.2707930367505
"101 Telegraph Hill Blvd Unit A, San Francisco, CA, 94133",2450000,2.0,2.0,1538.0,CONDOS,San Francisco,1592.9778933680104
"5148-5150 3rd St, San Francisco, CA, 94124",860000,2.0,3.0,2500.0,MULTI_FAMILY,San Francisco,344.0
"218-220 Monterey Blvd, San Francisco, CA, 94131",1074000,,2.0,1840.0,MULTI_FAMILY,San Francisco,583.695652173913
"16 Wilmot St, San Francisco, CA, 94115",2995000,3.0,3.0,1995.0,SINGLE_FAMILY,San Francisco,1501.2531328320802
"1755 Jackson St Apt 304, San Francisco, CA, 94109",2100000,2.0,3.0,1975.0,CONDOS,San Francisco,1063.2911392405063
"70 Laidley St, San Francisco, CA, 94131",4250000,,2.0,1913.0,SINGLE_FAMILY,San Francisco,2221.6414009409305
"1501 Beach St # 102, San Francisco, CA, 94123",2700000,2.0,1.0,1050.0,CONDO,San Francisco,2571.4285714285716
"1818 44th Ave, San Francisco, CA, 94122",1100000,3.0,2.0,1205.0,SINGLE_FAMILY,San Francisco,912.8630705394191
"601 40th Ave, San Francisco, CA, 94121",1548000,3.0,3.0,1790.0,SINGLE_FAMILY,San Francisco,864.804469273743
"512 Bella Vista Way, San Francisco, CA, 94127",1525000,2.0,1.0,855.0,SINGLE_FAMILY,San Francisco,1783.625730994152
"64 Van Buren St, San Francisco, CA, 94131",2500000,4.0,3.0,2700.0,SINGLE_FAMILY,San Francisco,925.925925925926
"338 Spear St Unit 16F, San Francisco, CA, 94105",1400000,2.0,2.0,1318.0,CONDOS,San Francisco,1062.215477996965
"1612 21st Ave, San Francisco, CA, 94122",800000,,2.0,1264.0,MULTI_FAMILY,San Francisco,632.9113924050633
"428 Monterey Blvd, San Francisco, CA, 94127",935000,2.0,1.0,1200.0,SINGLE_FAMILY,San Francisco,779.1666666666666
"2337-2339 Judah St, San Francisco, CA, 94122",1028000,4.0,3.0,2383.0,MULTI_FAMILY,San Francisco,431.38900545530845
"430 Lombard St, San Francisco, CA, 94133",1500000,,3.0,5040.0,MULTI_FAMILY,San Francisco,297.6190476190476
"60 Ora Way Unit 208H, San Francisco, CA, 94131",339000,1.0,1.0,684.0,CONDOS,San Francisco,495.6140350877193
"221 Central Ave, San Francisco, CA, 94117",3250000,4.0,2.0,2492.0,SINGLE_FAMILY,San Francisco,1304.1733547351525
"676 17th Ave, San Francisco, CA, 94121",1591000,2.0,1.0,1471.0,SINGLE_FAMILY,San Francisco,1081.5771583956491
"440 Steiner St, San Francisco, CA, 94117",1639000,3.0,2.0,2016.0,CONDOS,San Francisco,812.9960317460317
"3338 17th St Apt 105, San Francisco, CA, 94110",513000,,,1034.0,CONDO,San Francisco,496.13152804642164
"937 Russia Ave, San Francisco, CA, 94112",1565000,4.0,4.0,2145.0,SINGLE_FAMILY,San Francisco,729.6037296037296
"338 Main St Unit 36C, San Francisco, CA, 94105",6500000,3.0,3.0,1914.0,CONDO,San Francisco,3396.0292580982236
"150 Eureka St Unit 301, San Francisco, CA, 94114",1700000,3.0,2.0,1895.0,CONDOS,San Francisco,897.0976253298153
"1415-1417 Shotwell St, San Francisco, CA, 94110",1440000,5.0,5.0,2177.0,MULTI_FAMILY,San Francisco,661.4607257694074
"2880 Bush St, San Francisco, CA, 94115",1680000,6.0,4.0,3762.0,SINGLE_FAMILY,San Francisco,446.5709728867624
"101 Lombard St Apt 804W, San Francisco, CA, 94111",2150000,3.0,2.0,2208.0,CONDOS,San Francisco,973.731884057971
"295 Bay St, San Francisco, CA, 94133",9500000,,8.0,35590.0,OTHER,San Francisco,266.92891261590336
"1416 7th Ave, San Francisco, CA, 94122",3750000,4.0,3.0,3471.0,SINGLE_FAMILY,San Francisco,1080.3802938634399
"603 Natoma St Apt 408, San Francisco, CA, 94103",399000,1.0,1.0,470.0,CONDOS,San Francisco,848.936170212766
"123 Ledyard St, San Francisco, CA, 94124",895000,2.0,2.0,1250.0,SINGLE_FAMILY,San Francisco,716.0
"925 Judah St, San Francisco, CA, 94122",1250000,2.0,2.0,1313.0,CONDOS,San Francisco,952.018278750952
"4057 23rd St, San Francisco, CA, 94114",2100000,3.0,2.0,1680.0,CONDOS,San Francisco,1250.0
"765 Market St Apt 29C, San Francisco, CA, 94103",3530000,1.0,1.0,947.0,CONDO,San Francisco,3727.5607180570223
"272 Farallones St, San Francisco, CA, 94112",1100000,2.0,1.0,1118.0,SINGLE_FAMILY,San Francisco,983.8998211091234
"1300 22nd St Apt 221, San Francisco, CA, 94107",404417,1.0,1.0,600.0,CONDOS,San Francisco,674.0283333333333
"355 Chicago Way, San Francisco, CA, 94112",1200000,,1.0,1325.0,SINGLE_FAMILY,San Francisco,905.6603773584906
"3029-3031 Laguna St, San Francisco, CA, 94123",1475000,3.0,,2009.0,MULTI_FAMILY,San Francisco,734.1961174713788
"135 Red Rock Way Apt 110L, San Francisco, CA, 94131",339998,0.0,1.0,474.0,CONDOS,San Francisco,717.295358649789
"3265 Cesar Chavez St, San Francisco, CA, 94110",717000,3.0,2.0,2408.0,MULTI_FAMILY,San Francisco,297.7574750830565
"1553 Sacramento St, San Francisco, CA, 94109",1400000,3.0,1.0,1675.0,CONDOS,San Francisco,835.820895522388
"704 Castro St, San Francisco, CA, 94114",1800000,,,2024.0,MULTI_FAMILY,San Francisco,889.3280632411067
"2875 Jackson St Apt 5, San Francisco, CA, 94115",1125000,2.0,1.0,1363.0,CONDO,San Francisco,825.3851797505503
"18 Montezuma St, San Francisco, CA, 94110",3200000,4.0,2.0,2551.0,SINGLE_FAMILY,San Francisco,1254.4100352802823
"55 Teresita Blvd, San Francisco, CA, 94127",2100000,4.0,3.0,2283.0,SINGLE_FAMILY,San Francisco,919.8423127463864
"715 12th Ave, San Francisco, CA, 94118",3000000,6.0,3.0,3250.0,SINGLE_FAMILY,San Francisco,923.0769230769231
"1776 Green St Unit 302, San Francisco, CA, 94123",7300000,3.0,3.0,3171.0,TOWNHOMES,San Francisco,2302.112898139388
"2177 3rd St Unit 225, San Francisco, CA, 94107",1629000,3.0,2.0,1420.0,CONDOS,San Francisco,1147.1830985915492
"1885 Bay Shore Blvd, San Francisco, CA, 94124",1000000,,4.0,3330.0,OTHER,San Francisco,300.3003003003003
"3478 18th St, San Francisco, CA, 94110",1560000,5.0,,4245.0,MULTI_FAMILY,San Francisco,367.4911660777385
"175-177 Seal Rock Dr, San Francisco, CA, 94121",1900000,4.0,2.0,2220.0,MULTI_FAMILY,San Francisco,855.8558558558559
"579 Belvedere St, San Francisco, CA, 94117",1525000,2.0,1.0,931.0,CONDOS,San Francisco,1638.0236305048336
"740 Rhode Island St, San Francisco, CA, 94107",9025000,,18.0,14719.0,OTHER,San Francisco,613.1530674638223
"180 7th St # 305, San Francisco, CA, 94103",499000,1.0,1.0,658.0,CONDO,San Francisco,758.3586626139818
"245 Fowler Ave, San Francisco, CA, 94127",2525000,3.0,3.0,1832.0,SINGLE_FAMILY,San Francisco,1378.2751091703058
"1821 15th St # 17, San Francisco, CA, 94103",1180000,2.0,2.0,1124.0,CONDO,San Francisco,1049.8220640569396
"2125 19th St, San Francisco, CA, 94107",2125000,2.0,1.0,1439.0,SINGLE_FAMILY,San Francisco,1476.7199444058374
"110 Channel St Unit 424, San Francisco, CA, 94158",1320000,2.0,2.0,1183.0,CONDO,San Francisco,1115.8072696534234
"401 Harrison St Apt 48C, San Francisco, CA, 94105",2425000,2.0,2.0,1589.0,CONDOS,San Francisco,1526.117054751416
"555 Fulton St Unit 312, San Francisco, CA, 94102",1245000,2.0,2.0,1051.0,CONDOS,San Francisco,1184.5861084681255
"393 Paris St, San Francisco, CA, 94112",1150000,3.0,1.0,1200.0,SINGLE_FAMILY,San Francisco,958.3333333333334
"1811 Leavenworth St Apt 7, San Francisco, CA, 94109",930000,,9.0,6750.0,OTHER,San Francisco,137.77777777777777
"1566 23rd Ave, San Francisco, CA, 94122",1450000,3.0,1.0,1525.0,SINGLE_FAMILY,San Francisco,950.8196721311475
"1926 Folsom St, San Francisco, CA, 94103",600000,,2.0,2663.0,MULTI_FAMILY,San Francisco,225.30980097634247
"1372 Natoma St, San Francisco, CA, 94103",650000,2.0,1.0,867.0,SINGLE_FAMILY,San Francisco,749.7116493656287
"552 Jersey St, San Francisco, CA, 94114",1918888,5.0,2.0,2150.0,MULTI_FAMILY,San Francisco,892.5060465116279
"306 San Benito Way, San Francisco, CA, 94127",2700000,4.0,4.0,3467.0,SINGLE_FAMILY,San Francisco,778.7712719930776
"207 Cherry St, San Francisco, CA, 94118",9725000,6.0,3.0,3708.0,SINGLE_FAMILY,San Francisco,2622.707659115426
"720 York St Apt 109, San Francisco, CA, 94110",1060000,1.0,1.0,1276.0,CONDOS,San Francisco,830.7210031347962
"200 Laurel St, San Francisco, CA, 94118",12600000,6.0,4.0,6385.0,SINGLE_FAMILY,San Francisco,1973.3750978856694
"4168 25th St, San Francisco, CA, 94114",3700000,4.0,2.0,2096.0,SINGLE_FAMILY,San Francisco,1765.2671755725191
"338 Spear St Unit 16E, San Francisco, CA, 94105",1242500,2.0,2.0,1147.0,CONDOS,San Francisco,1083.2606800348735
"1595 21st Ave, San Francisco, CA, 94122",1402800,2.0,2.0,2169.0,SINGLE_FAMILY,San Francisco,646.7496542185339
"5060 Diamond Heights Blvd, San Francisco, CA, 94131",1270000,3.0,3.0,1704.0,CONDOS,San Francisco,745.3051643192488
"680 15th Ave, San Francisco, CA, 94118",1325000,2.0,1.0,1690.0,SINGLE_FAMILY,San Francisco,784.0236686390532
"1499 Sanchez St, San Francisco, CA, 94131",1700000,3.0,2.0,1500.0,SINGLE_FAMILY,San Francisco,1133.3333333333333
"678 Clipper St Unit 2, San Francisco, CA, 94114",2050000,2.0,3.0,2171.0,CONDOS,San Francisco,944.2653155228005
"2041 Pierce St, San Francisco, CA, 94115",4495000,5.0,6.0,3797.0,MULTI_FAMILY,San Francisco,1183.829338951804
"2151 Sacramento St Apt 2, San Francisco, CA, 94109",999000,2.0,1.0,812.0,CONDOS,San Francisco,1230.295566502463
"3086-3088 Balboa St, San Francisco, CA, 94121",1470000,4.0,3.0,2515.0,MULTI_FAMILY,San Francisco,584.4930417495029
"3338 17th St Apt 209, San Francisco, CA, 94110",498500,,,1004.0,CONDO,San Francisco,496.51394422310756
"65 5th Ave, San Francisco, CA, 94118",6025000,4.0,3.0,3661.0,SINGLE_FAMILY,San Francisco,1645.7252116907948
"381 Wawona St, San Francisco, CA, 94127",2364000,3.0,2.0,1799.0,SINGLE_FAMILY,San Francisco,1314.0633685380767
"11 Jordan Ave, San Francisco, CA, 94118",3230000,,2.0,2950.0,SINGLE_FAMILY,San Francisco,1094.915254237288
"555 Bartlett St Apt 204, San Francisco, CA, 94110",850000,2.0,2.0,1056.0,CONDOS,San Francisco,804.9242424242424
"163 Lee Ave, San Francisco, CA, 94112",1353000,5.0,3.0,2046.0,SINGLE_FAMILY,San Francisco,661.2903225806451
"3118 18th St Apt 2, San Francisco, CA, 94110",779000,1.0,1.0,963.0,CONDOS,San Francisco,808.9304257528556
"1236 Wisconsin St, San Francisco, CA, 94107",950000,3.0,2.0,956.0,SINGLE_FAMILY,San Francisco,993.723849372385
"2101 Beach St Apt 302, San Francisco, CA, 94123",780000,1.0,1.0,708.0,CONDOS,San Francisco,1101.6949152542372
"235 Waller St Apt 4, San Francisco, CA, 94102",920000,2.0,1.0,695.0,CONDOS,San Francisco,1323.7410071942445
"3333 Lincoln Way, San Francisco, CA, 94122",1390000,2.0,2.0,1790.0,SINGLE_FAMILY,San Francisco,776.536312849162
"18 Carson St, San Francisco, CA, 94114",2315000,4.0,3.0,2265.0,SINGLE_FAMILY,San Francisco,1022.075055187638
"37 Prospect Ave, San Francisco, CA, 94110",2160000,5.0,2.0,2750.0,SINGLE_FAMILY,San Francisco,785.4545454545455
"426 Vallejo St, San Francisco, CA, 94133",850000,1.0,1.0,728.0,CONDO,San Francisco,1167.5824175824175
"497 Vermont St, San Francisco, CA, 94107",2500000,5.0,2.0,3162.0,SINGLE_FAMILY,San Francisco,790.6388361796331
"479 Oak St, San Francisco, CA, 94102",1611500,4.0,3.0,2178.0,SINGLE_FAMILY,San Francisco,739.89898989899
"1781 Sanchez St, San Francisco, CA, 94131",2000000,4.0,2.0,1810.0,SINGLE_FAMILY,San Francisco,1104.9723756906078
"300 3rd St Apt 818, San Francisco, CA, 94107",1020000,2.0,2.0,1514.0,CONDOS,San Francisco,673.7120211360634
"201 Folsom St Apt 26C, San Francisco, CA, 94105",2150000,2.0,2.0,1403.0,CONDOS,San Francisco,1532.430506058446
"1554 Shafter Ave, San Francisco, CA, 94124",1075000,4.0,2.0,1756.0,SINGLE_FAMILY,San Francisco,612.1867881548975
"1093-1095 Plymouth Ave, San Francisco, CA, 94112",1100000,5.0,3.0,2620.0,MULTI_FAMILY,San Francisco,419.8473282442748
"2226 26th Ave, San Francisco, CA, 94116",1500000,,2.0,1800.0,SINGLE_FAMILY,San Francisco,833.3333333333334
"112 Congo St, San Francisco, CA, 94131",1200000,2.0,2.0,1100.0,SINGLE_FAMILY,San Francisco,1090.909090909091
"2853 Green St, San Francisco, CA, 94123",7650000,4.0,3.0,4090.0,SINGLE_FAMILY,San Francisco,1870.4156479217604
"1264 36th Ave, San Francisco, CA, 94122",1600000,3.0,1.0,1430.0,SINGLE_FAMILY,San Francisco,1118.881118881119
"2155 46th Ave, San Francisco, CA, 94116",2365000,3.0,3.0,2070.0,SINGLE_FAMILY,San Francisco,1142.512077294686
"3055 Clay St Unit A, San Francisco, CA, 94115",585000,0.0,1.0,720.0,CONDOS,San Francisco,812.5
"29-31 Collingwood St, San Francisco, CA, 94114",1800000,5.0,3.0,2400.0,MULTI_FAMILY,San Francisco,750.0
"26 Church St, San Francisco, CA, 94114",1150000,5.0,5.0,2680.0,OTHER,San Francisco,429.1044776119403
"25 McLea Ct Unit B, San Francisco, CA, 94103",1895000,2.0,2.0,2150.0,CONDOS,San Francisco,881.3953488372093
"83 Fountain St, San Francisco, CA, 94114",2587000,3.0,2.0,2266.0,SINGLE_FAMILY,San Francisco,1141.6593115622243
"1699 Market St, San Francisco, CA, 94103",16958333,,4.0,126849.0,OTHER,San Francisco,133.68913432506366
"3535 Mission St Unit A, San Francisco, CA, 94110",920000,3.0,2.0,1415.0,SINGLE_FAMILY,San Francisco,650.1766784452296
"2237-2239 Pine St, San Francisco, CA, 94115",1510000,5.0,4.0,2638.0,MULTI_FAMILY,San Francisco,572.4033358605004
"62 Manchester St, San Francisco, CA, 94110",1602250,2.0,2.0,1635.0,SINGLE_FAMILY,San Francisco,979.9694189602446
"1460-1462 Waller St, San Francisco, CA, 94117",2050000,7.0,6.0,5165.0,MULTI_FAMILY,San Francisco,396.9022265246854
"2760 19th Ave # 61, San Francisco, CA, 94132",1050000,3.0,2.0,1460.0,CONDO,San Francisco,719.1780821917808
"435 China Basin St Unit 527, San Francisco, CA, 94158",1330000,2.0,2.0,1168.0,CONDOS,San Francisco,1138.6986301369864
"1601 Pacific Ave Apt 206, San Francisco, CA, 94109",1275000,3.0,2.0,1190.0,CONDOS,San Francisco,1071.4285714285713
"181 Fremont St Unit 63A, San Francisco, CA, 94105",3500000,3.0,3.0,1882.0,CONDOS,San Francisco,1859.7236981934113
"317 29th St Apt 302, San Francisco, CA, 94131",1250000,,,1068.0,CONDO,San Francisco,1170.4119850187267
"116 Lyon St, San Francisco, CA, 94117",630000,2.0,1.0,1314.0,CONDO,San Francisco,479.45205479452056
"1 Bristol Ct Apt 216, San Francisco, CA, 94130",1042000,1.0,1.0,1031.0,CONDO,San Francisco,1010.6692531522793
"1 Bristol Ct Apt 219, San Francisco, CA, 94130",698700,1.0,1.0,936.0,CONDOS,San Francisco,746.474358974359
"1655 24th Ave, San Francisco, CA, 94122",1641750,2.0,1.0,1335.0,SINGLE_FAMILY,San Francisco,1229.7752808988764
"2351 Washington St, San Francisco, CA, 94115",4990000,0.0,,8925.0,MULTI_FAMILY,San Francisco,559.1036414565826
"1866 32nd Ave, San Francisco, CA, 94122",1745000,2.0,2.0,1905.0,SINGLE_FAMILY,San Francisco,916.010498687664
"1646 42nd Ave, San Francisco, CA, 94122",1450000,2.0,1.0,1150.0,SINGLE_FAMILY,San Francisco,1260.8695652173913
"4134-4136 Fulton St, San Francisco, CA, 94121",2200000,4.0,4.0,3220.0,MULTI_FAMILY,San Francisco,683.2298136645962
"514 Cole St, San Francisco, CA, 94117",900000,5.0,4.0,3400.0,OTHER,San Francisco,264.70588235294116
"1130 Moraga St, San Francisco, CA, 94122",1715000,2.0,2.0,1715.0,SINGLE_FAMILY,San Francisco,1000.0
"3812 18th St # 3810, San Francisco, CA, 94114",1650000,9.0,6.0,4815.0,MULTI_FAMILY,San Francisco,342.6791277258567
"2160 Funston Ave, San Francisco, CA, 94116",2785000,4.0,4.0,2500.0,SINGLE_FAMILY,San Francisco,1114.0
"188-190 Guerrero St, San Francisco, CA, 94103",1320000,8.0,3.0,3108.0,MULTI_FAMILY,San Francisco,424.7104247104247
"672 Prentiss St, San Francisco, CA, 94110",1440000,3.0,2.0,1625.0,SINGLE_FAMILY,San Francisco,886.1538461538462
"9 Carpenter Ct, San Francisco, CA, 94124",992124,3.0,2.0,1603.0,SINGLE_FAMILY,San Francisco,618.9170305676856
"626 9th Ave # 630, San Francisco, CA, 94118",1305000,,7.0,6003.0,MULTI_FAMILY,San Francisco,217.3913043478261
"2347-2351 Francisco St, San Francisco, CA, 94123",3830000,10.0,7.0,5961.0,MULTI_FAMILY,San Francisco,642.5096460325449
"1661 18th St, San Francisco, CA, 94107",920000,2.0,2.0,1045.0,CONDOS,San Francisco,880.3827751196172
"849 Mason St Apt 3, San Francisco, CA, 94108",1750000,2.0,2.0,1350.0,CONDO,San Francisco,1296.2962962962963
"311 Parnassus Ave, San Francisco, CA, 94117",2407311,2.0,1.0,1872.0,SINGLE_FAMILY,San Francisco,1285.9567307692307
"738 Athens St, San Francisco, CA, 94112",1650000,3.0,3.0,1965.0,SINGLE_FAMILY,San Francisco,839.6946564885496
"383 Lombard St Apt 405, San Francisco, CA, 94133",1058000,2.0,2.0,975.0,CONDOS,San Francisco,1085.128205128205
"1218 26th Ave, San Francisco, CA, 94122",1860000,,4.0,3770.0,OTHER,San Francisco,493.368700265252
"51-53 Castillo St, San Francisco, CA, 94134",1210000,5.0,,2200.0,MULTI_FAMILY,San Francisco,550.0
"1299 Bush St # C, San Francisco, CA, 94109",750000,,,1161.0,OTHER,San Francisco,645.9948320413437
"82 Montana St, San Francisco, CA, 94112",920000,2.0,1.0,1104.0,SINGLE_FAMILY,San Francisco,833.3333333333334
"1010 Ingerson Ave, San Francisco, CA, 94124",1200000,4.0,4.0,2495.0,SINGLE_FAMILY,San Francisco,480.9619238476954
"3011 Van Ness Ave, San Francisco, CA, 94109",2400000,3.0,3.0,2131.0,CONDOS,San Francisco,1126.2318160488035
"1101 Green St Unit 1702, San Francisco, CA, 94109",1200000,1.0,1.0,931.0,CONDOS,San Francisco,1288.936627282492
"1891 27th Ave, San Francisco, CA, 94122",1425000,2.0,1.0,1160.0,SINGLE_FAMILY,San Francisco,1228.448275862069
"207 Wayland St, San Francisco, CA, 94134",1356000,6.0,4.0,2000.0,MULTI_FAMILY,San Francisco,678.0
"8 Buchanan St Unit 613, San Francisco, CA, 94102",790000,2.0,2.0,963.0,CONDO,San Francisco,820.3530633437175
"1011 23rd St Apt 18, San Francisco, CA, 94107",1325000,2.0,2.0,1625.0,CONDOS,San Francisco,815.3846153846154
"1843 10th Ave, San Francisco, CA, 94122",1800000,4.0,3.0,2186.0,SINGLE_FAMILY,San Francisco,823.4217749313815
"1950 24th Ave, San Francisco, CA, 94116",1330000,2.0,1.0,800.0,SINGLE_FAMILY,San Francisco,1662.5
"936 Kirkham St, San Francisco, CA, 94122",2550000,3.0,2.0,2360.0,SINGLE_FAMILY,San Francisco,1080.5084745762713
"175 Red Rock Way Apt 306K, San Francisco, CA, 94131",450000,0.0,1.0,474.0,CONDOS,San Francisco,949.367088607595
"39 Frederick St, San Francisco, CA, 94117",1825000,3.0,2.0,1634.0,CONDOS,San Francisco,1116.891064871481
"2750 Vallejo St, San Francisco, CA, 94123",20602083,6.0,7.0,7790.0,SINGLE_FAMILY,San Francisco,2644.6833119383828
"333 1st St Unit N307, San Francisco, CA, 94105",917500,2.0,2.0,985.0,CONDOS,San Francisco,931.4720812182741
"2652 Chestnut St, San Francisco, CA, 94123",8800000,5.0,5.0,5114.0,SINGLE_FAMILY,San Francisco,1720.7665232694565
"25A Alpine Ter # A, San Francisco, CA, 94117",980000,,1.0,1363.0,CONDO,San Francisco,719.002201027146
"135 Turquoise Way, San Francisco, CA, 94131",2510000,3.0,2.0,2039.0,SINGLE_FAMILY,San Francisco,1230.9955860716038
"1800 Bryant St Apt 208, San Francisco, CA, 94110",765000,1.0,2.0,958.0,CONDOS,San Francisco,798.5386221294364
"1 Bristol Ct Apt 221, San Francisco, CA, 94130",1113000,2.0,2.0,1402.0,CONDO,San Francisco,793.8659058487874
"455 Vallejo St Apt 105, San Francisco, CA, 94133",750000,1.0,1.0,825.0,CONDOS,San Francisco,909.0909090909091
"131 Morningside Dr, San Francisco, CA, 94132",2388000,4.0,2.0,2953.0,SINGLE_FAMILY,San Francisco,808.6691500169319
"401 28th St, San Francisco, CA, 94131",1650000,2.0,2.0,1538.0,SINGLE_FAMILY,San Francisco,1072.8218465539662
"305 Santa Rosa Ave Apt 2, San Francisco, CA, 94112",1050000,3.0,2.0,1539.0,CONDOS,San Francisco,682.261208576998
"276 Bemis St, San Francisco, CA, 94131",999000,1.0,1.0,756.0,SINGLE_FAMILY,San Francisco,1321.4285714285713
"280 Spear St Unit 12C, San Francisco, CA, 94105",1315000,2.0,2.0,1198.0,CONDOS,San Francisco,1097.6627712854759
"680 Connecticut St, San Francisco, CA, 94107",1550000,,1.0,1150.0,SINGLE_FAMILY,San Francisco,1347.8260869565217
"2245 Washington St, San Francisco, CA, 94115",2600000,3.0,2.0,1742.0,CONDOS,San Francisco,1492.5373134328358
"200 Dolores St Unit 6, San Francisco, CA, 94103",804375,1.0,1.0,651.0,CONDOS,San Francisco,1235.5990783410139
"130 Cerritos Ave, San Francisco, CA, 94127",2505000,3.0,2.0,2199.0,SINGLE_FAMILY,San Francisco,1139.1541609822646
"1207 Indiana St Apt 5, San Francisco, CA, 94107",1030000,2.0,2.0,1467.0,CONDOS,San Francisco,702.1131561008862
"1827 Pacheco St, San Francisco, CA, 94116",1323000,2.0,1.0,1566.0,SINGLE_FAMILY,San Francisco,844.8275862068965
"69 Lobos St, San Francisco, CA, 94112",1330000,3.0,2.0,1755.0,SINGLE_FAMILY,San Francisco,757.8347578347579
"62 Ramona Ave, San Francisco, CA, 94103",1614000,3.0,2.0,1415.0,CONDOS,San Francisco,1140.636042402827
"1723 35th Ave, San Francisco, CA, 94122",1400000,,1.0,1200.0,SINGLE_FAMILY,San Francisco,1166.6666666666667
